id	productname
3950	[Giảm 30%] 3 Khay Nem Thịt Ngon Ngon CP Đông Lạnh Khay 300g
3951	Sốt Ướp Thịt Hàn Quốc O'food Vị Cay gói 80g
3952	Thịt xay heo ăn chay khay 500gr
3953	Bột phô mai Ottogi gói 100gr
3954	Lốc 4 hộp Sữa chua uống tiệt trùng dâu TH true milk hộp 180ml
3955	"Thảm lau chân silicon SIÊU THẤM HÚT, chống trơn trượt hình Oval  HTD 60X40CM HTD"
3956	[THÙNG 12 HỘP] Sữa Đặc Vinamilk Tài Lộc Hộp 1284g
3957	Bộ 3 Bàn Chải Đánh Răng P/S Lông Tơ Mềm Mại Siêu Mềm
3958	HUỲNH KHOA - Nước mắm PHÚ QUỐC chỉ dẫn địa lý - 43 độ đạm - Cốt nhĩ nguyên chất chai 205ML
3959	Bánh giò tôm thịt trứng cút LC cái 150g
3960	[CỰC RẺ] Lốc 4 hộp sữa tươi Mộc Châu có đường hộp 180ml
3961	Kimchi cải thảo cắt lát Hi Kimchi hộp 300gr
3962	Thùng 24 chai Trà Xanh Mật Ong Hương Hoa Lài Boncha chai 450ml
3963	Thùng 24 chai trà Olong chanh Tea Plus chai 320ml
3964	Xúc Xích Dinh Dưỡng Bò DHA Vissan gói 175g (Gói 5 cây x 35g)
3965	Trà Mật Ong Việt Quất BonCha Thùng 24 x 450ml
3966	"Bánh Socola Pie Lotte chocolat hộp 169,8g"
3967	Tương Ớt Nam Dương Cay Vừa chai 255g
3968	Chả chiên Ngự Bảo Meat Deli Cây 300gr +/- 10gr
3969	Hủ Tiếu Nam Vang Bích Chi gói 60g
3970	"Nước rửa chén Fily hương bạc hà túi 3,5kg"
3971	Bột canh Iot Hải Châu gói 900gr
3972	Thịt nạc thăn heo chuẩn ngon Meat Deli hộp từ 380-460gr
3973	Dầu Mè Meizan chai 250ml
3974	Cà pháo chua cay Sông Hương hũ 390g
3975	Sốt Trứng Muối Dh Foods chai 100g
3976	Kẹo gum không đường Lotte Xylitol hương Blueberry Mint hũ 55.1g
3977	Sữa Tươi Lên Men Thanh Trùng Lothamilk Vị Tự Nhiên chai 250ml
3978	Nước rửa tay Lifebuoy bảo vệ vượt trội chai 450g (chai đỏ)
3979	Phô Mai vuông Belcube ngọt vị Việt quất 15 viên hộp 78g
3980	Bột Giặt OMO Đỏ túi 2.9kg
3981	Muối Ớt Chanh Nha Trang Dh Foods hũ 120g
3982	Thùng 12 lốc Sữa chua Ba Vì Milk có đường vị Dâu 70gr 
3983	Nước Khoáng Có Ga Vĩnh Hảo Lemona vị chanh Lốc 6 chai * 500ml
3984	Cá Thu Đao Nhật Béo Ngậy (3-5 con) Đông Lạnh Tigico Khay 300 - 360g
3985	Lườn Cá Hồi Nhập Khẩu Anh Quốc Đông Lạnh  Khay 500g +/- 15g
3986	Nước cốt lẩu cà chua Haidilao best seller gói 220gr (3-5 người ăn)
3987	Băng Vệ Sinh Diana Kiểm soát mùi siêu thấm siêu mỏng có cánh 8 miếng
3988	Xương Giá Heo Vĩnh Tân Khay 400g +/-20g
3989	SUNLIGHT Nước Rửa Chén Bio Care Khử Mùi Tanh Matcha Trà Nhật túi 720g
3990	[CỰC RẺ] Lốc 4 hộp KUN Sữa Trái Cây vị dâu hộp 180ml
3991	"Dâu tây Hasfarm Size Nhỏ, hộp 500g (+/-30g)"
3992	Mì Koreno Jumbo Vị Kim Chi túi 10 gói 100g
3993	Bánh Bauli Moonfils Vanilla gói 45g
3994	Sunlight Bọt Tuyết Lau Bếp Powerfoam chai 500ml
3995	 Trà xanh Đại Gia Thái Nguyên hộp giấy 80Gr
3996	Cà muối chua Nghi Khúc túi 150g
3997	(OCOP) Xôi gà nấm giòn thơm Thảo Linh Linh khay 500gr (+-50Gr) 
3998	Mì 3 Miền Gold Bò Hầm Rau Thơm thùng 30 gói 75g
3999	Xúc Xích Tiệt Trùng Bò Vissan gói 280g (Gói 4 cây x 70g)
4000	Bột rau má hữu cơ Dalahouse hộp 60gr
4001	Sa tế cay Thuận Phát hũ 85g
4002	Bánh Gà (Gà 99) gói 300g
4003	[Vỉ 4 Tặng 2 Viên] Pin AAA Eveready Super Heavy Duty 1212
4004	Băng vệ sinh Laurier Active Fit hàng ngày loại có hương thơm gói 20 miếng
4005	Tương Ớt Cholimex Chai 2.1kg
4006	[ THÙNG 28 LON ] Nước Tăng Lực Sting Dâu Sleek lon 320ml 
4007	Cá sốt cà DABACO hộp 170gr
4008	Cá kho thịt 3 Bông Mai hộp 150gr
4009	Gạo nếp cái hoa vàng Việt Nhật túi 1kg
4010	Máy xay thực phẩm cầm tay đa năng - dụng cụ xay nghiền tỏi ớt mini
4011	"Dưa hấu miền đông, trái 1.5-1.9kg"
4012	Gel Rửa Tay Khô Green Cross Hương Trà Xanh 60ml
4013	Sữa Ensure Original hương vani chai 237ml
4014	Giấy Vệ sinh Watersilk 12 cuộn/túi (bao bì ngẫu nhiên)
4015	Quýt sim túi 450 - 550g (+/-100g)
4016	Cá viên Ngon Ngon Chà Bông Việt gói 500g
4017	Tôm viên Ngon Ngon Chà Bông Việt gói 500g
4018	Lê sữa nhập khẩu khay 400gr (+-50gr)
4019	Mận nhập khẩu Chile hộp 630gr (+/-30gr)
4020	Chẩm chéo hạt mắc khén Lào Cai hộp 130gr [OCOP]
4021	Táo Fuji Mỹ nhập khẩu giòn ngọt khay 600 - 700gr
4022	Lốc 4 hộp Sữa chua thanh trùng DeliFres+ nha đam 80gr
4023	Kem đánh răng P/S Muối Hồng Hoa Cúc tuýp 180g
4024	Chả Giò Chay Vissan gói 500g
4025	Thăn Bò Tươi Trung Đồng khay 250g
4026	Bánh lương khô nho FUCUCO ngon chất túi 400gr
4027	Bánh lương khô việt quất FUCUCO ngon chất túi 400gr
4028	Akiko Snack Que Nhân Sữa 20 que OISHI gói 140g
4029	[COMBO 10 GÓI] Snack Oishi Phomat Miếng LWW 34gr
4030	Cốt lẩu kim chi Hoàng Minh gói 180gr
4031	Bột cacao Milo hũ 400gr 
4032	[CỰC RẺ] Dầu ăn Cái Lân can 5 lít
4033	Trà Ô Long Tea Plus chai 1L
4034	Bánh Bò Rễ Tre Thiên Ân gói 200g
4035	Bánh mì tươi truyền thống O'smiles cấp đông túi 350gr (70 gr x 5 ổ bánh)
4036	Nếp ngỗng PMT 1kg
4037	Đường Mía Cao Cấp Biên Hòa gói 1kg
4038	Mandu BIBIGO Thịt gói 350g
4039	Xúc Xích Zing Zing CP gói 500g  (10 cây)
4040	Bỏng ngô Mỹ FANSIPAN vị cà phê americano gói 65gr
4041	Mỳ gạo lứt Hiền Phước Bắc Giang túi 1kg [OCOP] 
4042	Lạp xưởng tươi hương vị Đài Loan LC Foods gói 700g
4043	Ba Rọi Rút Sườn Heo CP Khay 300g
4044	Hàng kẹp mua 1 Xịt chống muỗi Remos Baby Spray Khuynh Diệp 70ml tặng 1 Khẩu trang trẻ em 3 cái
4045	Xịt khử mùi hương nước hoa Hương Ngọt Ngào (Refre Whitening Perfume Sweetie) 30ml
4046	Bia Việt lốc 6 lon x 330ml
4047	Băng Vệ Sinh Ban Đêm Diana Siêu Thấm Super Night 35cm gói 3 miếng
4048	Long não thơm Mr. Fresh hương lavender gói 100g
4049	Mì Ly Handy Hảo Hảo Tôm Chua Cay Thùng 24 Ly x 67g
4050	"Bưởi hồng da xanh FFION quả từ 800gr (Mã vàng vỏ, nãm rám)"
4051	Nem chua cây Hà Thành cây 180gr
4052	Màng bọc thực phẩm co giãn siêu dai có chun hình túi gấu (80-90) chiếc
4053	Sữa Tươi Tiệt Trùng Dalat Milk Có Đường Bịch 220ml 
4054	COMBO 2 Nước Mắm Cao Cấp Cốt Nhĩ Tôm Đầu Bếp Tôm 18 Độ Đạm chai 500ml 
4055	[CỰC RẺ] Mì Ý Spaghetti Pietro Coricelli gói 500g
4056	Bánh bao chay DABACO gói 300gr (25gr/cái)
4057	Ba chỉ heo thảo dược Bình Minh khay 400gr (+-10gr)
4058	Muối tiêu lá chanh DH Foods hũ 50gr
4059	Bánh Gooka Cracker Nougat Filling Vị Tảo Biển Bibica túi 120gr
4060	Bánh Tipo Cookies Matcha hộp 75g
4061	Dồi sụn non thượng hạng CP gói 500g
4062	Bánh Custas Orion nhân Kem trứng hộp 141gr (23.5gr *6 cái)
4063	Mề Gà CP Khay 500g
4064	 [ THÙNG 24 LON ] Nước Ngọt Mirinda Xá Xị Sleek Thùng 24 lon * 320ml
4065	Giấy Vệ Sinh Hà Nội SILK 3 Lớp 6 Cuộn Có Lõi
4066	SAFEGUARD Xà bông trắng hộp 125g
4067	[CỰC RẺ] Lốc 4 hộp Sữa Tươi Ba Vì Có Đường 110ml
4068	Sốt Thịt Nướng Ngũ Vị DH Foods gói 65gr
4069	Muối Tắm Tẩy Tế Bào Chết Chiết Xuất Sữa Bò ABonne Spa Milk Salt 350g
4070	Sốt tiêu đen DH Foods chai 200gr
4071	Bia Saigon Special Lon 330ml
4072	Chả giò rế Chay Long Hoa gói 350gr
4073	Chả giò rế chay Cầu tre đặc biệt gói 500g
4074	Nước mắm Mama & Baby chai 60ML (đạm cao- giảm mặn)
4075	Viên Gia Vị Hủ Tiếu Chay Gold Ông Chà Và hộp 126g
4076	Nước giặt BLUE hương thảo mộc túi 3.6L tặng 1 nước giặt BLUE hương thảo mộc túi 2.1L
4077	[ LỐC 4 HỘP ] Sữa Tươi Tiệt Trùng 100% Có Đường Vinamilk lốc 4 hộp x 180ml
4078	[GIẢM 66%] Combo 5 Cá Trứng đông lạnh Túi 300g +/-15g
4079	Hạt Hướng Dương Hương Vị truyền thống Chacheer gói 130gr
4080	Bún Măng Chay Bích Chi gói 60g
4081	Hủ Tiếu Chay Nấm Hương Bích Chi gói 60g
4082	Bánh Ướt Gạo Ba Khánh gói 500g
4083	Lốc 4 hộp Sữa Tươi Tươi Sạch NutiMilk Có Đường Hộp 110ml
4084	Táo Autumn nhập khẩu khay 0.9 kg - 1.1 kg
4085	AQUAFINA Nước uống tinh khiết can 5L
4086	Nước mắm Ngư vị Hồng Hạnh 900ml
4087	Xúc Xích Tiệt Trùng Heo Vissan gói 90g (Gói 5 cây x 18g)
4088	Xúc Xích Ăn Liền Đức Việt Handy Vị Heo gói 105g (5 cây x 21g)
4089	Cá Nục Sốt Cà Cay Sea Crown hộp 155g
4090	[MUA 1 TẶNG 1] Cá hồi Nauy phi lê nhập khẩu đông lạnh Mr.Fish khay 200g +/- 10g (có da) tặng Lườn cá hồi 300g
4091	Nước tẩy nhà tắm Gift Bạc hà 900ml
4092	Chả sụn Ước Lễ hiệu Tích Việt 200g
4093	Giấy rút Cata gấu (hồng) mềm mại 300 tờ 3 lớp
4094	Kem Đánh Răng Closeup Thơm Mát Tự Nhiên Dầu Quất Detox 230g
4095	Xúc xích xốt tokpokki vị phô mai Sóc đầu bếp Đức Việt hộp 62gr
4096	Khoai tây chiên đông lạnh Top Meal gói 500g
4097	Dầu Thực Vật Good Meall 5L
4098	Nho Đỏ Úc Không Hạt hộp 500g (+/-10g)
4099	Cá Basa Finger Tẩm Bột Chiên Xù Godaco khay 250g
4100	Nước Chấm Nam Ngư Siêu Tiết Kiệm chai 800ml
4101	Tôm Đậu Xanh Chay Tố Tâm Gói 230gr [OCOP]
4102	Dồi sụn thượng hạng LC food gói 500gr
4103	Pizza hải sản Hetori 135G
4104	PANTENE Dầu gội chăm sóc tóc hư tổn chai 650ml
4105	Lạp xưởng tươi siêu nạc Xuân Tùng gói 500g
4106	Tiêu trắng xay Dh Foods hũ 80g
4107	"Khăn lau đa năng 30x30 cm 2 mặt vàng, xám -  Siêu thấm cực dày không đổ lông"
4108	Bột Năng Đa Dụng Meizan Gói 400g
4109	[ LỐC 4 HỘP ] Sữa Tươi Tiệt Trùng Dalat Milk Có Đường  hộp x 180ml
4110	 [ THÙNG 24 CHAI ] Nước bù khoáng Revive chanh muối thùng 24 chai x 390ml
4111	[LỐC 4 HỘP] Sữa Chua Ăn Vinamilk Lựu Đỏ Ít Đường Hộp 100g
4112	[LỐC 4 HỘP] Sữa Chua Ăn Vinamilk Việt Quất Ít Đường Hộp 100g
4113	Tẩy rửa đa năng cao cấp Haosen 500ml
4114	Gạo Séng  Cù Tròn Trịnh Gia Đặc Sản Lào Cai Túi 5kg
4115	[ THÙNG 24 CHAI ]Trà mật ong hương Hoa Lài Boncha 450ml
4116	Lốc 4 hộp Sữa trái cây hương cam Kun có thạch hộp 170ml
4117	Đào Tươi Ngâm Nước Đường Canfresh Hạ Long Canfoco hộp 820g
4118	Nui Hình Tôm Khô Safoco gói 500g
4119	Khăn giấy lụa rút Bless You À La Vie 2 lớp gói 250 tờ
4120	Kem đánh răng Colgate Maxfresh tinh chất than tre tuýp 225g tặng kèm bàn chải đánh răng
4121	"Nước giặt OSA 3X sạch sâu 1,8kg"
4122	Nước xả vải Sandokkaebi hương ngàn hoa túi 1.3L
4123	Bánh gạo Hàn Quốc Green Foods nhân phô mai Gói 500g
4124	Bánh Da Lợn Lá Cẩm Thiên Ân gói 600g
4125	Bánh ít Thiên Ân gói 250g
4126	Bánh mì que gà xé phô mai NTP Food (size 20cm) đông lạnh gói 50g x 5 que
4127	Dầu Ăn Meizan Gold chai 1 Lít
4128	Táo Fuji Nơ nhập khẩu 400 - 550g ( 1 - 2 trái )
4129	[CỰC RẺ] Lốc 4 hộp Sữa 9 loại hạt Vinamilk Super Nut 180ml
4130	[ LỐC 4 HỘP ] Sữa tươi tiệt trùng 100% ít đường Vinamilk Lốc 4 hộp x 110ml
4131	Dầu ăn Tường An Cooking Oil 2L
4132	Hạt Dinh Dưỡng Cao Cấp Gulu (100% Hạt Nguyên Vị) gói 25gr
4133	Xốt xá xíu Cholimex hũ TT 200g
4134	[ LỐC 6 HỘP ] Sữa Đậu Nành Fami Nguyên Chất Ít Đường lốc 6 hộp x 200ml
4135	[Lốc 4 hộp] Sữa bắp non dinh dưỡng LOF hộp 180ml
4136	Gia Vị Hoàn Chỉnh Knorr Thịt Kho gói 28g
4137	Mì Kraft Miliket Hai Tôm Chua Cay Cao Cấp gói 75g
4138	Phở Bò 3 Miền Gold gói 75g
4139	Bánh Bouchee LOTTE CHOCOLAT vị socola hộp 324g
4140	[ LỐC 4 HỘP ] Váng Sữa Hoff Vị Hạt Dẻ Lốc 4 Hộp x 55g
4141	Cá mòi kho Làng Chài (hộp nhựa) 350gr
4142	Cá mối 1 nắng phi lê sông Đốc khay 500gr +/- 25gr
4143	[COMBO] Bộ 3 ly có quai Song Long 290ml (giao màu ngẫu nhiên)
4144	Lõi vai bò HIDASAN miếng 200gr +/-10gr
4145	Chả lụa Hoàng Minh thơm ngon túi 200gr
4146	Mì Trộn Tương Đen Koreno Chajang Vị Cay gói 78g
4147	[ LỐC 6 CHAI ] Thức Uống Sữa Sôcôla Lúa Mạch Vinamilk Susu Lốc 6 chai 80ml
4148	Tỏi bột Vipep hũ PET 70g
4149	Bánh Bao Nhân Khoai Môn CP khay 270g
4150	Bắp bò nhập khẩu Úc thái lát TPFood khay 300gr +/-20gr
4151	Sirô Sâm Dứa Golden Farm chai 520ml
4152	Snack Tôm Muối Ớt Xanh OISHI gói 32g
4153	Snack Bắp Ngọt Vị Phô Mai OISHI gói 32g
4154	Sữa Tươi Tiệt Trùng Nguyên Chất (Không Đường) TH True Milk Bịch 220ml 
4155	Combo 5 Gói Sữa Tươi Tiệt Trùng TH True Milk Ít Đường 220ml
4156	Cọ toilet inox đầu tròn Megahome - Chất liệu inox và nhựa siêu bền
4157	Xim Cà phê 4in1 vị Sầu riêng hộp 324gr
4158	[MUA CHUNG] Ngồng cải làn túi 2kg +/- 50gr
4159	Táo Koru nhập khẩu khay 0.8 - 1 kg
4160	Xúc Xích Tiệt Trùng Bò Vissan gói 160g (Gói 4 cây x 40g)
4161	Bông tẩy trang Jomi 80 miếng/Túi
4162	Thịt quay Tiên Yên thơm ngon túi 300gr (OCOP 3 SAO) 
4163	Bò viên Cầu Tre (CJ Foods) gói 200g
4164	"Gà Ta 1/2 con Gà CP ( nửa con từ 0,7 - 0,9 kg)"
4165	Xốt tiêu đen Cholimex hũ 190g tặng 1 chén chấm
4166	COMBO 2 Nước Mắm Cao Cấp Đầu Bếp Tôm chai 720ml
4167	Lốc 4 hộp sữa tươi tiệt trùng TH True Milk có đường 180ml
4168	Bánh Quy Superstar hộp 96g
4169	Bánh Magic Twin Socola hộp 300g (20 thanh)
4170	Sốt Ướp Xá Xíu Ông Chà Và 90gr
4171	Nước Ngọt Pepsi 0 Calo Chanh Lon 320ml
4172	"Cánh gà chay váng đậu(chiên giòn, thả lẩu, xào rau củ, thịt, nấu xanh xương) Hagi Food  túi 500gr"
4173	Quà tặng Bánh Xếp Mandu Thịt Rau H'Food gói 300g
4174	Bánh mì cốm sữa Staff Hữu Nghị cái 40gr
4175	Bánh Xếp Mandu Thịt Rau H'Food gói 300g
4176	Tai heo ngâm sả tắc Tiến Tấn Đạt túi 600g
4177	Gói Đậu Hũ Phô Mai EB gói 500g
4178	Hủ tiếu Nam Vang Nhịp Sống gói 70/71g
4179	Lườn cá hồi nhập khẩu đông lạnh Hoàng Hải khay 300g +/- 10g
4180	[CỰC RẺ] Thùng 30 gói Mì Ba Miền tôm chua cay gói 65g
4181	Sữa Chua Lên Men Đào Dalat Milk Cool C Hộp 180ml
4182	Nem giòn CP gói 180gr
4183	"SET 2 thảm bếp silicon siêu thâm hút, màu sắc ngẫu nhiên, chống trượt thảm chùi chân cao cấp dễ dàng vệ sinh"
4184	Xôi cá rô trứng kiến Bếp Lang Liêu đặc sản Phú Thượng Túi 400+-50gr
4185	Bánh Chocopie Orion 72.6g (Hộp 2 cái)
4186	Bánh Custas Orion Kem Trứng 47g (Hộp 2 cái) 
4187	Nem hà nội thượng hạng CP vị tôm thịt gói 500g
4188	Nem chua đặc sản CP gói 150gr
4189	"TOP GIA Nước Rửa Chén Siêu Mạnh Mẽ Chai 1,08kg"
4190	Muỗng xới cơm Song Long 18 x 7 x 2.5cm
4191	Xúc xích Pari Đức Việt gói 500gr
4192	Lốc 4 hộp Sữa uống Lên Men tiệt trùng Lothamilk Dâu 110ml
4193	Lốc 4 hộp Sữa uống Lên Men tiệt trùng Lothamilk Cam 110ml
4194	Sữa Tươi tiệt trùng Lothamilk có đường hộp 110ml
4195	Ruốc cá lăng sạch hồ Thác Bà hộp 100gr (+-20gr)
4196	Trà Xanh C2 Vị Chanh chai 455ml ( Giao ngẫu nhiên )
4197	Yến sào Kid Kingphar dành cho trẻ em từ 6 tháng tuổi Hộp 70ml
4198	Nước mắm Hạnh Phúc 40 độ đạm 500ml
4199	"Nước giặt xả Fily 5 trong 1 đam mê thư giãn can 3,6kg"
4200	Chảo chống dính đáy từ Sunhouse ECO 24cm SHM24EC (Mẫu mới)
4201	Combo 3 Sữa Dinh Dưỡng Có Đường Vinamilk Happy Star bịch 220ml
4202	Nước ngọt Coca Cola Zero không đường chai 1.5L
4203	Combo 5 gói Mì Ba Miền Gold bò hầm rau thơm gói 75g
4204	Sunlight Nước Rửa Chén Bio Care Khử Mùi Tanh Hương Quế & Bồ Hòn Can 3.5kg
4205	"Viên ngậm Nhuận phế giúp bổ phế, giảm ho, giảm đau rát họng Túi 1 vỉ x 8 viên"
4206	"DOWNY Nước xả vải tinh khôi lan tiên & trà trắng ngăn mùi ẩm mốc túi 2,3L"
4207	Gạo lứt đen Bắc Việt gói 2kg
4208	Miến khoai lang việt cường OCOP 4 SAO 200g
4209	Tương Ớt Chinsu chai 500g 
4210	Burger Surimi hương vị cua V&V gói 250g
4211	Nạc mông heo Nga Ace Foods khay 300gr +/- 15gr
4212	[CỰC RẺ] Thùng 30 gói mì Hảo Hảo tôm xào chua ngọt Ace Cook gói 75gr
4213	Lẩu Nấm khay 300g +/-10g
4214	Xương Ống Heo ăn chay BaF khay 500g
4215	Kẹo gum không đường Lotte Xylitol hương Lime mint hũ 55.1g
4216	"Hộp bánh Chocopie 2 chiếc hộp 72,6gr"
4217	Sữa rửa mặt ngăn ngừa mụn SHUSHUMI 120gr
4218	Combo 6 chai Tương cà Trịnh Gia chai 500ml
4219	Nước giặt Surf hương sương mai dịu mát dạng túi 2.9kg 
4220	Kẹo Kopiko Mayora Coffee gói 140g
4221	Bột Ngọt Vedan Hạt Nhỏ gói 400g
4222	Tôm viên Godaco túi 200g
4223	Bánh gạo Nhật Nakki phô mai trứng muối gói 115gr
4224	[QUÀ TẶNG] Ly thủy tinh InnerB
4225	Viên Uống Hỗ Trợ Cấp Nước Aqua Bank Innerb hộp 56 viên
4226	"Bông tắm tạo bọt, tẩy tế bào chết có núm massage"
4227	Nước tẩy trang thảo dược Sắc Ngọc Khang Micellar Water (Chai 145ml)
4228	Bánh gạo vị tương nhật Kun gói 113.4g
4229	Bánh gạo vị tự nhiên Kun gói 140g
4230	Lốc 4 hộp sữa tiệt trùng Vinamilk ADM có đường hộp 180ml
4231	"Nước Muối Sinh Lý Nano Bạc Vĩnh Phúc - Nước súc miệng, vệ sinh cá nhân - Chai 1000ml"
4232	Combo 5 bịch Sữa Dinh Dưỡng Vinamilk Ít Đường 220ml
4233	[ LỐC 4 HỘP ] Sữa Tươi Tiệt Trùng 100% sữa tươi Vinamilk hương socola lốc 4 hộp 180ml
4234	[ LỐC 4 HỘP ] Sữa Chua Vinamilk Trái Cây Lốc 4 Hộp x 100g
4235	Kẹo Dynamite Ổi Hồng Muối Ớt gói 96g
4236	Kẹo Dynamite Xoài Xanh Muối Ớt gói 96g
4237	Thịt má đùi gà Meat Deli hộp từ 480-570gr
4238	Bún Bò Huế Ba Khánh gói 500g
4239	Bún bò huế Aji-Quick gói 59g
4240	Chả cá miếng HTKFOOD khay 250gr +/- 10gr
4241	Viên tẩy bồn cầu Vim power 5 sạch khuẩn hương Chanh 50g
4242	Chả Giò Da Xốp Nhân Chay Cầu Tre gói 400g
4243	(Quà tặng) Xà phòng bánh KEA Hương nước hoa 90gr
4244	Nước rửa chén HASO Hương quế 750g
4245	Rổ tròn Inochi Yoko 30 cm (giao màu ngẫu nhiên)
4246	Kệ INOX HCN lưới 35cm (VN) tiện lợi HTD
4247	Bánh ốc quế nhân kem vị sầu riêng DONAN hộp 300gr +/- 5gr
4248	Lốc 4 hộp sữa chua uống Susu hương dâu hộp 110ml
4249	Lõi Vai Bò Aukobe Hưng Ngân Khay 200g +/- 10g
4250	Muối Ớt Chanh Nha Trang Dh Foods chai 200g
4251	Mực lá làm sạch còn đầu đông lạnh Top Meal gói 200-300g
4252	Mắm tôm Tĩnh Gia Nhật Minh Food chai 120gr
4253	Bánh tẻ Hưng Yên siêu ngon túi 10 chiếc
4254	 HASU Giấy vệ sinh lụa cao cấp 12 cuộn 3 lớp không lõi ( 10 tặng 2 )
4255	Dầu Đậu Nành Tường An chai 2L
4256	Kem Đánh Răng P/S Trắng Răng Baking Soda Hương Thảo 180g
4257	Nem chua rán kiểu phố cổ LC food hộp 440gr
4258	[QUÀ TẶNG] GIFT MÈO THẦN TÀI
4259	Kẹo ngậm không đường Mentos Clean Breath hương chanh bạc hà PVM (Hộp 35g)
4260	Kẹo bạc hà cứng Migita Bibica túi 70gr
4261	"Bánh mì 3 trong 1 nhân bơ, cốm sữa, khoai môn Staff Hữu Nghị cái 90gr"
4262	Bịch 10 gói Bánh kem xốp Nabati vị phomai 17gr
4263	Kẹo dẻo sâu mắt to Bibica túi 24gr
4264	Kem Đánh Răng P/S Ngừa Sâu Răng Vượt Trội Tuýp 100g
4265	Gáo nhựa Inochi Notoro
4266	Bộ 02 cốc nước cao Amori 350ml - Giao màu ngẫu nhiên
4267	Kem Đánh Răng Closeup Tinh Thể Băng Tuyết Thơm Mát Dài Lâu 140g
4268	Thịt bò xay nhập khẩu Mỹ Ace Foods khay 300gr +/- 15gr (thịt xay từ mông bò)
4269	[ LỐC 4 HỘP ] Sữa Uống Lên Men Tiệt Trùng Lothamilk Hương Cam Lốc 4 Hộp x 180ml
4270	Thạch Uống Vị Lê Tuyết COOKHOUSE gói 85ml
4271	Snack Chicky đùi gà COOKHOUSE gói 40gr
4272	Bánh cuộn chocolate đông lạnh Nguyễn Sơn Bakery cái 60gr
4273	Chả ốc gia truyền túi 500gr
4274	Chả cá gia truyền túi 500g
4275	[LỐC 4 HỘP] Sữa Chua ăn Vinamilk Có Đường Green Farm hộp 100g
4276	Mì Rau Củ Sợi Lớn Safoco Gói 500g
4277	Bình Xịt Côn Trùng Jumbo Vape Không Mùi 600ml
4278	DIANA Băng vệ sinh hàng ngày Cool Fresh  20 miếng - 2304
4279	Cà phê hòa tan đen đá The Coffee House hộp 14x16g
4280	Ức gà xông khói CP gói 200gr ( 1 chiếc ức )
4281	Bột giặt omo 0% chất tẩy hương thơm mát gói 770gr
4282	Lốc 4 hộp sữa tươi tiệt trùng Cô Gái Hà Lan có đường 180ml
4283	Snack Oishi Phồng Mực LWW gói 34gr
4284	Snack Oishi Tôm Muối Ớt Xanh LWW gói 34gr
4285	Snack Oishi Tôm Cay Đặc Biệt LWW gói 34gr
4286	Bánh Hura swissroll Dâu hộp Demi 360g (20 bánh)
4287	Combo 5 gói Phở Bò 3 Miền Gold gói 75g
4288	Cháo Yến Việt Vị Thịt Bằm gói 50g
4289	[ LỐC 6 LON ] Nước Tăng Lực Warrior Hương Dâu lon 325ml
4290	[ LỐC 6 LON ] Nước Tăng Lực Warrior Hương Nho lon 325ml
4291	[ HỘP 10 CHAI ] Nước Uống Hồng Sâm Hàn Quốc (Korean Red Ginseng) Hộp 10 chai x 100ml
4292	Rong Biển Nấu Canh Miwon gói 50g
4293	Xương cá hồi tươi cấp đông Hoàng Hải gói 500g
4294	Ổi Ruby ruột đỏ Khay 1kg +/- 50gr
4295	Thực phẩm bổ sung Milo lon 240ml
4296	Bột Bánh Xèo Tài Ký Gói 400g
4297	COMBO 10 xúc xích Zing Zing CP gói 500gr
4298	Natural Gia vị Ướp Thịt Chẩm Chéo DH Foods gói 10gr
4299	Trà mật ong ô long đào BonCha 450ml
4300	Sữa Tắm Serum Dove Hoa Sakura & Muối Hồng chai 500g
4301	Bánh kem xốp phô mai Tipo Hữu Nghị hộp 300gr
4302	Combo 5 hộp Mì Bát OMNI Hương Vị Tôm Chanh hộp 75G
4303	Bánh Hura Bibica Sandwich Chà Bông xốt BBQ túi 90g (5 bánh)
4304	Trà Túi Lọc Nhãn Vàng Lipton Yellow Label  Nhập Khẩu Nhật hộp 100g (50 gói)
4305	Dầu đậu nành Tiara chai 1L
4306	Bánh mì hoa cúc Otto 80g
4307	Xôi chiên phồng zòn zụm túi 300gr
4308	Bánh gạo One One vị phô mai ngô gói 118gr
4309	Nem Thịt Ngon Ngon CP Đông Lạnh khay 300g
4310	Sốt Bò Né Ông Chà Và hũ 220g
4311	"Bộ 10 bát cơm TK hoa chất liệu sứ kích thước 11,4x5,9cm"
4312	[CỰC RẺ] Combo 06 món Rổ nhựa kèm chậu cao cấp Hokori - Việt Nhật Plastic giao màu ngẫu nhiên (ABS)
4313	Trà bí đao WonderFarm lon 310ml
4314	Trà Olong Tea Plus chai 320ml
4315	Xoài Tứ Quý rám túi 1.1 - 1.3 kg
4316	Tôm thẻ nõn Alo Fish khay 200g
4317	"Lá khuynh diệp thơm/lá bạc tươi đẹp, thơm mùi tinh dầu bó 5-6 cành"
4318	Dầu hào Quê Tôi chai 500ml
4319	Dụng cụ mài dao kéo Nhanh - Bén siêu tiện lợi  kt: 21 x 5 cm HTD
4320	Kẹo dẻo chua ngọt Zoo Bibica túi 24gr
4321	Dồi sụn Muwono gói 500g
4322	Nước Yến Vị Nguyên Bản Yến Việt lon 190ml
4323	Ức Cá Hồi Đông Lạnh Tigico Khay 300g
4324	[Chính hãng] Gạo ST25 Vinaseed túi 5kg
